,Gene_ID,Gene_Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene,Chromosome,Start,End,Biotype
2741,ENSG00000168439.17,STIP1,610.9990397,0.948752879,0.221345472,4.286299013,1.82e-05,0.00032507,ENSG00000168439.17,11,64185272,64204543,protein_coding
2742,ENSG00000168488.19,ATXN2L,281.3103974,0.81218296,0.246874723,3.289858724,0.001002377,0.008514548,ENSG00000168488.19,16,28822999,28837237,protein_coding
2743,ENSG00000168491.10,CCDC110,6.046450792,-1.259277371,0.466999111,-2.696530551,0.007006597,0.039840599,ENSG00000168491.10,4,185445182,185471752,protein_coding
2744,ENSG00000168522.13,FNTA,804.0076086,-0.513719869,0.102231705,-5.025054295,5.03e-07,1.61e-05,ENSG00000168522.13,8,43034194,43085788,protein_coding
2745,ENSG00000168528.12,SERINC2,1146.472544,1.134037562,0.234280685,4.840508139,1.3e-06,3.56e-05,ENSG00000168528.12,1,31409565,31434680,protein_coding
2746,ENSG00000168569.8,TMEM223,360.5111201,-0.528649743,0.161569507,-3.271964814,0.001068029,0.008968799,ENSG00000168569.8,11,62771629,62792006,protein_coding
2747,ENSG00000168575.10,SLC20A2,1065.078525,0.731439276,0.19363365,3.777438876,0.000158449,0.001911496,ENSG00000168575.10,8,42416475,42541926,protein_coding
2748,ENSG00000168589.15,DYNLRB2,6.718511202,-1.42148373,0.411427792,-3.455001723,0.000550289,0.00526899,ENSG00000168589.15,16,80540734,80550811,protein_coding
2749,ENSG00000168610.16,STAT3,1848.529647,0.663350308,0.210761038,3.147404825,0.001647267,0.012688172,ENSG00000168610.16,17,42313324,42388568,protein_coding
2750,ENSG00000168653.11,NDUFS5,1789.418734,-0.828984428,0.206105295,-4.022140371,5.77e-05,0.000838825,ENSG00000168653.11,1,39026318,39034636,protein_coding
2751,ENSG00000168758.11,SEMA4C,224.5711109,0.687480535,0.165760579,4.147430825,3.36e-05,0.000539194,ENSG00000168758.11,2,96859718,96870757,protein_coding
2752,ENSG00000168763.16,CNNM3,754.9802057,0.338327825,0.11142258,3.036438627,0.002393908,0.017071944,ENSG00000168763.16,2,96816245,96835382,protein_coding
2753,ENSG00000168772.11,CXXC4,81.5503681,-1.438001659,0.394022288,-3.649543953,0.000262706,0.002885685,ENSG00000168772.11,4,104468308,104494901,protein_coding
2754,ENSG00000168802.14,CHTF8,586.3485812,0.78386326,0.189162748,4.143856385,3.42e-05,0.00054565,ENSG00000168802.14,16,69118010,69132588,protein_coding
2755,ENSG00000168803.16,ADAL,163.0876303,0.357663936,0.131132066,2.727509348,0.006381445,0.036971348,ENSG00000168803.16,15,43330672,43354569,protein_coding
2756,ENSG00000168806.8,LCMT2,116.6524171,-0.454867888,0.168955888,-2.692228687,0.007097626,0.040273537,ENSG00000168806.8,15,43323649,43330582,protein_coding
2757,ENSG00000168852.13,TPTE2P5,108.0473891,-0.9579073,0.243163705,-3.939351479,8.17e-05,0.001108454,ENSG00000168852.13,13,40822296,40864352,transcribed_unprocessed_pseudogene
2758,ENSG00000168876.9,ANKRD49,220.4771278,-0.513680083,0.111042955,-4.625958329,3.73e-06,8.66e-05,ENSG00000168876.9,11,94493979,94499578,protein_coding
2759,ENSG00000168906.13,MAT2A,1958.223248,0.559075501,0.199006775,2.809328984,0.004964489,0.030476151,ENSG00000168906.13,2,85539168,85545281,protein_coding
2760,ENSG00000168924.15,LETM1,358.6190758,0.899750868,0.153099245,5.876912503,4.18e-09,2.63e-07,ENSG00000168924.15,4,1811479,1856156,protein_coding
2761,ENSG00000168936.11,TMEM129,606.7772668,0.956761741,0.167669467,5.706237135,1.16e-08,6.31e-07,ENSG00000168936.11,4,1715952,1721358,protein_coding
2762,ENSG00000168958.20,MFF,760.8657456,-0.521124425,0.092328413,-5.644247625,1.66e-08,8.6e-07,ENSG00000168958.20,2,227325151,227357833,protein_coding
2763,ENSG00000168993.15,CPLX1,22.3679077,1.62116181,0.425164782,3.813019986,0.000137279,0.001702368,ENSG00000168993.15,4,784957,826129,protein_coding
2764,ENSG00000169020.10,ATP5ME,1137.016538,-1.206459668,0.223303401,-5.40278232,6.56e-08,2.77e-06,ENSG00000169020.10,4,672436,674330,protein_coding
2765,ENSG00000169026.13,SLC49A3,76.70359686,1.117734995,0.35628536,3.137190353,0.001705753,0.013031399,ENSG00000169026.13,4,681829,689271,protein_coding
2766,ENSG00000169032.11,MAP2K1,1390.088642,-0.941347961,0.225807218,-4.168812533,3.06e-05,0.000500531,ENSG00000169032.11,15,66386837,66491656,protein_coding
2767,ENSG00000169057.24,MECP2,326.376861,0.501865191,0.123361755,4.068239731,4.74e-05,0.000716818,ENSG00000169057.24,X,154021573,154137103,protein_coding
2768,ENSG00000169084.15,DHRSX,110.9878613,0.578088284,0.13895404,4.160284104,3.18e-05,0.000514733,ENSG00000169084.15,X,2219506,2502805,protein_coding
2769,ENSG00000169084.15_PAR_Y,DHRSX,110.9878613,0.578088284,0.13895404,4.160284104,3.18e-05,0.000514733,ENSG00000169084.15_PAR_Y,X,2219506,2502805,protein_coding
2770,ENSG00000169093.16,ASMTL,132.2248742,0.667697023,0.19655153,3.397058383,0.000681144,0.006250533,ENSG00000169093.16,X,1403139,1453762,protein_coding
2771,ENSG00000169093.16_PAR_Y,ASMTL,132.2248742,0.667697023,0.19655153,3.397058383,0.000681144,0.006250533,ENSG00000169093.16_PAR_Y,X,1403139,1453762,protein_coding
2772,ENSG00000169122.12,FAM110B,111.3394646,-0.647263299,0.128453422,-5.038894934,4.68e-07,1.52e-05,ENSG00000169122.12,8,57994523,58204279,protein_coding
2773,ENSG00000169180.12,XPO6,640.0820598,0.688672743,0.147947726,4.654838312,3.24e-06,7.66e-05,ENSG00000169180.12,16,28097976,28211965,protein_coding
2774,ENSG00000169188.5,APEX2,179.0637225,0.481607907,0.131982565,3.64902672,0.000263236,0.002890584,ENSG00000169188.5,X,55000363,55009057,protein_coding
2775,ENSG00000169223.16,LMAN2,2166.771815,0.898646483,0.135749331,6.619896201,3.59e-11,4.31e-09,ENSG00000169223.16,5,177315805,177351840,protein_coding
2776,ENSG00000169288.18,MRPL1,416.2631813,-0.710920743,0.191517433,-3.712041937,0.000205594,0.002360172,ENSG00000169288.18,4,77862830,77952785,protein_coding
2777,ENSG00000169314.15,C22orf15,279.6296584,-1.265954949,0.383474236,-3.301277713,0.000962456,0.008268652,ENSG00000169314.15,22,23762990,23765863,protein_coding
2778,ENSG00000169375.16,SIN3A,505.5283354,0.347981186,0.124973085,2.784449022,0.005361875,0.03242127,ENSG00000169375.16,15,75369379,75455842,protein_coding
2779,ENSG00000169429.12,CXCL8,11.88116354,-2.642595746,0.654019731,-4.040544376,5.33e-05,0.000787692,ENSG00000169429.12,4,73740519,73743716,protein_coding
2780,ENSG00000169432.19,SCN9A,482.2934492,-1.188842688,0.360778371,-3.295216079,0.00098346,0.008397126,ENSG00000169432.19,2,166195185,166376001,protein_coding
2781,ENSG00000169439.12,SDC2,7809.950232,-0.618589001,0.216747122,-2.853966393,0.00431771,0.027404595,ENSG00000169439.12,8,96493813,96611790,protein_coding
2782,ENSG00000169519.21,METTL15,264.196771,-0.786024284,0.157618731,-4.986871047,6.14e-07,1.92e-05,ENSG00000169519.21,11,28108248,28527041,protein_coding
2783,ENSG00000169562.13,GJB1,4865.345005,0.620522761,0.170614088,3.636996037,0.000275836,0.003009857,ENSG00000169562.13,X,71212811,71225516,protein_coding
2784,ENSG00000169564.7,PCBP1,1499.152627,-0.592049911,0.173313314,-3.416067098,0.000635326,0.005921101,ENSG00000169564.7,2,70087477,70089203,protein_coding
2785,ENSG00000169567.13,HINT1,5541.652423,-0.83033064,0.181004322,-4.58735257,4.49e-06,0.00010099,ENSG00000169567.13,5,131155383,131224468,protein_coding
2786,ENSG00000169592.15,INO80E,280.2026947,0.798864461,0.21715215,3.67882363,0.000234312,0.002627135,ENSG00000169592.15,16,29995715,30005793,protein_coding
2787,ENSG00000169599.13,NFU1,353.5548501,-0.56355007,0.136641702,-4.124290463,3.72e-05,0.000584191,ENSG00000169599.13,2,69396113,69437628,protein_coding
2788,ENSG00000169609.14,C15orf40,281.4259504,-0.324556286,0.124520369,-2.606451358,0.009148582,0.049040307,ENSG00000169609.14,15,82988441,83011641,protein_coding
2789,ENSG00000169612.4,FAM103A1,185.8468069,-0.480191937,0.172409241,-2.785186763,0.00534969,0.032375864,ENSG00000169612.4,15,82986210,82991057,protein_coding
2790,ENSG00000169641.14,LUZP1,150.9880923,1.105282661,0.263208249,4.199270595,2.68e-05,0.000446106,ENSG00000169641.14,1,23084030,23178152,protein_coding
2791,ENSG00000169682.18,SPNS1,105.9910386,1.551803529,0.206974988,7.497541348,6.5e-14,1.82e-11,ENSG00000169682.18,16,28974221,28984548,protein_coding
2792,ENSG00000169683.8,LRRC45,170.1104564,1.661198456,0.390814146,4.250609841,2.13e-05,0.000371079,ENSG00000169683.8,17,82023305,82031151,protein_coding
2793,ENSG00000169688.11,MT1B,49.51189413,-6.470249727,1.395280658,-4.637238888,3.53e-06,8.27e-05,ENSG00000169688.11,16,56651886,56653204,protein_coding
2794,ENSG00000169692.13,AGPAT2,1726.154519,1.490521017,0.331335593,4.498523693,6.84e-06,0.000143286,ENSG00000169692.13,9,136673143,136687457,protein_coding
2795,ENSG00000169696.16,ASPSCR1,400.5835096,1.371578267,0.418637004,3.276294866,0.001051787,0.008858189,ENSG00000169696.16,17,81976807,82017406,protein_coding
2796,ENSG00000169710.9,FASN,2524.939031,2.361203743,0.42743433,5.524132191,3.31e-08,1.54e-06,ENSG00000169710.9,17,82078338,82098294,protein_coding
2797,ENSG00000169714.17,CNBP,7662.203437,-0.690548088,0.143457565,-4.813605262,1.48e-06,3.99e-05,ENSG00000169714.17,3,129167827,129183922,protein_coding
2798,ENSG00000169715.15,MT1E,7623.619428,-1.273331805,0.302979986,-4.202692793,2.64e-05,0.000441254,ENSG00000169715.15,16,56625475,56627112,protein_coding
2799,ENSG00000169718.18,DUS1L,809.9908955,0.670513248,0.222736413,3.010344106,0.002609519,0.018278245,ENSG00000169718.18,17,82057506,82065887,protein_coding
2800,ENSG00000169727.13,GPS1,884.5596322,0.945816305,0.228283364,4.143167893,3.43e-05,0.000546573,ENSG00000169727.13,17,82050691,82057470,protein_coding
2801,ENSG00000169740.14,ZNF32,398.3365735,-0.652766659,0.208673544,-3.128171629,0.001758974,0.013361336,ENSG00000169740.14,10,43643860,43648881,protein_coding
2802,ENSG00000169750.9,RAC3,125.4587495,0.970581388,0.362930706,2.674288433,0.007488801,0.041914769,ENSG00000169750.9,17,82031678,82034204,protein_coding
2803,ENSG00000169762.17,TAPT1,1180.65325,-0.475651276,0.135589409,-3.508026776,0.000451444,0.004487606,ENSG00000169762.17,4,16160505,16227410,protein_coding
2804,ENSG00000169814.16,BTD,2331.273441,0.697029226,0.187229228,3.722865454,0.000196975,0.002280123,ENSG00000169814.16,3,15601341,15722311,protein_coding
2805,ENSG00000169856.9,ONECUT1,304.6746178,1.161842851,0.292787204,3.96821595,7.24e-05,0.001004868,ENSG00000169856.9,15,52755053,52791078,protein_coding
2806,ENSG00000169905.13,TOR1AIP2,1837.257272,-0.62023052,0.183169039,-3.386110039,0.00070891,0.006469313,ENSG00000169905.13,1,179839967,179877803,protein_coding
2807,ENSG00000169908.12,TM4SF1,641.5824726,-1.010461405,0.343360999,-2.942854334,0.003252014,0.021812181,ENSG00000169908.12,3,149369022,149377692,protein_coding
2808,ENSG00000169926.11,KLF13,1523.797467,1.635831428,0.328509011,4.979563344,6.37e-07,1.98e-05,ENSG00000169926.11,15,31326835,31435665,protein_coding
2809,ENSG00000169957.10,ZNF768,290.5409743,1.32866126,0.266780083,4.980361516,6.35e-07,1.97e-05,ENSG00000169957.10,16,30524004,30526821,protein_coding
2810,ENSG00000169991.11,IFFO2,168.414582,0.685214107,0.195200297,3.510312828,0.00044758,0.004455594,ENSG00000169991.11,1,18904280,18956676,protein_coding
2811,ENSG00000169994.20,MYO7B,10.63929992,1.509916751,0.412050507,3.664397261,0.000247922,0.002749454,ENSG00000169994.20,2,127535683,127637729,protein_coding
2812,ENSG00000170004.18,CHD3,158.4217431,0.483154939,0.17521266,2.757534409,0.005823908,0.034586823,ENSG00000170004.18,17,7884796,7912760,protein_coding
2813,ENSG00000170006.12,TMEM154,295.2747114,-1.141466154,0.436787593,-2.613320919,0.008966706,0.048267144,ENSG00000170006.12,4,152618628,152680012,protein_coding
2814,ENSG00000170035.16,UBE2E3,650.2605437,-0.635684843,0.180623961,-3.519382699,0.000432552,0.004348507,ENSG00000170035.16,2,180967248,181076585,protein_coding
2815,ENSG00000170075.10,GPR37L1,27.35218157,-1.226604476,0.398311062,-3.07951396,0.002073387,0.01523167,ENSG00000170075.10,1,202122886,202133592,protein_coding
2816,ENSG00000170234.13,PWWP2A,194.6590794,-0.391638625,0.127598074,-3.069314536,0.002145506,0.015645292,ENSG00000170234.13,5,160061801,160119450,protein_coding
2817,ENSG00000170242.19,USP47,1210.957002,0.421202258,0.131265573,3.208779335,0.001332998,0.010720644,ENSG00000170242.19,11,11841423,11961887,protein_coding
2818,ENSG00000170265.12,ZNF282,153.9648518,1.121623804,0.212708081,5.273066262,1.34e-07,5.14e-06,ENSG00000170265.12,7,149195546,149226238,protein_coding
2819,ENSG00000170266.16,GLB1,819.6925169,1.406633201,0.238500448,5.897822038,3.68e-09,2.36e-07,ENSG00000170266.16,3,32996609,33097202,protein_coding
2820,ENSG00000170270.5,GON7,176.4439267,-0.582183139,0.20952956,-2.778525095,0.00546063,0.032886306,ENSG00000170270.5,14,93202894,93207065,protein_coding
2821,ENSG00000170271.11,FAXDC2,3317.9321,0.66597982,0.220677686,3.017884731,0.002545457,0.017912878,ENSG00000170271.11,5,154818492,154859252,protein_coding
2822,ENSG00000170293.9,CMTM8,431.8177616,-0.811343556,0.15431869,-5.257584535,1.46e-07,5.51e-06,ENSG00000170293.9,3,32238679,32370321,protein_coding
2823,ENSG00000170296.10,GABARAP,1931.830983,-0.766705728,0.172207497,-4.452220374,8.5e-06,0.000170976,ENSG00000170296.10,17,7240008,7242449,protein_coding
2824,ENSG00000170324.21,FRMPD2,3.38751242,-4.504281013,1.488253799,-3.026554352,0.002473583,0.017528219,ENSG00000170324.21,10,48153088,48274696,protein_coding
2825,ENSG00000170345.10,FOS,1713.356787,-7.162250619,0.795765006,-9.000459387,2.25e-19,2.51e-16,ENSG00000170345.10,14,75278826,75282230,protein_coding
2826,ENSG00000170396.9,ZNF804A,9.220825927,-2.045491649,0.7380413,-2.771513801,0.005579631,0.033463287,ENSG00000170396.9,2,184598529,184939492,protein_coding
2827,ENSG00000170412.18,GPRC5C,2067.751783,0.935973541,0.257506333,3.634759314,0.00027824,0.003032267,ENSG00000170412.18,17,74424851,74451653,protein_coding
2828,ENSG00000170417.16,TMEM182,54.96633232,-1.146715915,0.384517727,-2.982218591,0.002861676,0.019686034,ENSG00000170417.16,2,102736905,103019900,protein_coding
2829,ENSG00000170421.13,KRT8,4263.225602,1.696939172,0.231659709,7.325137294,2.39e-13,5.66e-11,ENSG00000170421.13,12,52897187,52949954,protein_coding
2830,ENSG00000170458.15,CD14,3576.181379,0.709205852,0.215778721,3.286727481,0.001013589,0.008592919,ENSG00000170458.15,5,140631728,140633700,protein_coding
2831,ENSG00000170469.11,SPATA24,32.34232168,-0.882360534,0.228385941,-3.863462571,0.000111791,0.001440469,ENSG00000170469.11,5,139396563,139404089,protein_coding
2832,ENSG00000170471.15,RALGAPB,531.1917847,0.388313019,0.135815131,2.85912929,0.004248056,0.02702691,ENSG00000170471.15,20,38472816,38578859,protein_coding
2833,ENSG00000170476.16,MZB1,31.32505151,-1.416281956,0.460992478,-3.072245262,0.002124551,0.015511133,ENSG00000170476.16,5,139387467,139390081,protein_coding
2834,ENSG00000170482.17,SLC23A1,565.4798942,0.944507452,0.173845415,5.433030564,5.54e-08,2.39e-06,ENSG00000170482.17,5,139367196,139384553,protein_coding
2835,ENSG00000170540.15,ARL6IP1,5669.091934,-0.7400872,0.217440837,-3.403625605,0.000664978,0.006129804,ENSG00000170540.15,16,18791669,18801572,protein_coding
2836,ENSG00000170584.11,NUDCD2,636.1700471,-0.651954234,0.168715324,-3.864226542,0.000111442,0.00143811,ENSG00000170584.11,5,163446526,163460102,protein_coding
2837,ENSG00000170606.16,HSPA4,992.3730977,0.536281004,0.201289032,2.664233613,0.007716395,0.042947413,ENSG00000170606.16,5,133052013,133106449,protein_coding
2838,ENSG00000170624.14,SGCD,46.12119883,1.177199403,0.351971526,3.344587038,0.000824052,0.007283927,ENSG00000170624.14,5,155870344,156767788,protein_coding
2839,ENSG00000170632.14,ARMC10,545.9332554,-0.521626731,0.15238359,-3.423116166,0.000619076,0.00579618,ENSG00000170632.14,7,103074881,103099759,protein_coding
2840,ENSG00000170634.13,ACYP2,314.8150492,-1.194958848,0.124437812,-9.602859648,7.780000000000001e-22,2.07e-18,ENSG00000170634.13,2,53970838,54305300,protein_coding
2841,ENSG00000170638.10,TRABD,176.217553,1.534053283,0.310816277,4.935562898,7.99e-07,2.37e-05,ENSG00000170638.10,22,50185913,50199598,protein_coding
2842,ENSG00000170743.17,SYT9,138.4119995,0.739682312,0.27220096,2.717412576,0.006579453,0.037834316,ENSG00000170743.17,11,7238778,7469043,protein_coding
2843,ENSG00000170776.22,AKAP13,1089.742379,1.045414186,0.194219478,5.382643367,7.34e-08,3.06e-06,ENSG00000170776.22,15,85380571,85749358,protein_coding
2844,ENSG00000170791.18,CHCHD7,390.4942977,-0.44883701,0.146304906,-3.067819261,0.00215627,0.015704038,ENSG00000170791.18,8,56211686,56218809,protein_coding
2845,ENSG00000170801.10,HTRA3,15.23920335,1.092000345,0.397354669,2.748175447,0.005992793,0.035335231,ENSG00000170801.10,4,8269754,8307098,protein_coding
2846,ENSG00000170860.4,LSM3,697.7501111,-0.468962269,0.162593294,-2.884265754,0.003923275,0.025309401,ENSG00000170860.4,3,14178817,14201122,protein_coding
2847,ENSG00000170871.12,KIAA0232,820.077554,0.694233334,0.180260321,3.851282012,0.000117501,0.001503415,ENSG00000170871.12,4,6781375,6884170,protein_coding
2848,ENSG00000170873.19,MTSS1,2539.322892,-0.807885528,0.141214394,-5.720985684,1.06e-08,5.89e-07,ENSG00000170873.19,8,124550784,124728473,protein_coding
2849,ENSG00000170917.14,NUDT6,261.5259789,-0.515509398,0.140529466,-3.668336715,0.000244134,0.002716142,ENSG00000170917.14,4,122888697,122922968,protein_coding
2850,ENSG00000170919.16,TPT1-AS1,178.4036315,-0.926350925,0.289984962,-3.194479184,0.001400834,0.011177938,ENSG00000170919.16,13,45341345,45417975,lncRNA
2851,ENSG00000170946.15,DNAJC24,228.8580712,-0.493475784,0.185648763,-2.658115126,0.007857905,0.043523313,ENSG00000170946.15,11,31369840,31432835,protein_coding
2852,ENSG00000170949.18,ZNF160,318.3499753,-0.772135882,0.219323529,-3.520533724,0.000430679,0.004334711,ENSG00000170949.18,19,53066606,53103434,protein_coding
2853,ENSG00000171017.11,LRRC8E,30.53792523,1.124014627,0.311765563,3.605320021,0.000311768,0.003322141,ENSG00000171017.11,19,7888505,7902021,protein_coding
2854,ENSG00000171045.16,TSNARE1,73.74329745,1.08733839,0.343571892,3.164806018,0.001551864,0.012131447,ENSG00000171045.16,8,142212080,142403182,protein_coding
2855,ENSG00000171119.3,NRTN,38.82739871,1.43745631,0.354126226,4.05916367,4.92e-05,0.000740812,ENSG00000171119.3,19,5805067,5828324,protein_coding
2856,ENSG00000171121.17,KCNMB3,88.86422865,-0.887805179,0.160218338,-5.541220731,3e-08,1.42e-06,ENSG00000171121.17,3,179236691,179267002,protein_coding
2857,ENSG00000171130.19,ATP6V0E2,851.0250234,0.706466836,0.200850117,3.517383246,0.000435824,0.004373778,ENSG00000171130.19,7,149872968,149891204,protein_coding
2858,ENSG00000171135.15,JAGN1,764.7837447,-0.555500504,0.144001004,-3.857615489,0.000114499,0.001470039,ENSG00000171135.15,3,9890574,9894349,protein_coding
2859,ENSG00000171159.5,C9orf16,104.349654,1.312157241,0.384690364,3.410943875,0.000647384,0.005999567,ENSG00000171159.5,9,128160265,128163924,protein_coding
2860,ENSG00000171189.18,GRIK1,6.057414835,-1.307632114,0.501265687,-2.608660734,0.009089731,0.048808689,ENSG00000171189.18,21,29536933,29940033,protein_coding
2861,ENSG00000171199.11,OPRPN,4.558386194,2.540104242,0.735378501,3.454145364,0.00055204,0.005279909,ENSG00000171199.11,4,70397931,70410195,protein_coding
2862,ENSG00000171202.7,TMEM126A,339.3374555,-0.854866471,0.173025477,-4.940697102,7.78e-07,2.31e-05,ENSG00000171202.7,11,85647967,85656547,protein_coding
2863,ENSG00000171204.13,TMEM126B,497.6757512,-0.92707377,0.19516745,-4.750145414,2.03e-06,5.17e-05,ENSG00000171204.13,11,85628573,85636539,protein_coding
2864,ENSG00000171217.5,CLDN20,1.498405083,2.806432403,1.00769398,2.785004632,0.005352696,0.032382734,ENSG00000171217.5,6,155264013,155276548,protein_coding
2865,ENSG00000171222.11,SCAND1,225.3641222,1.501427779,0.478951254,3.134823775,0.001719574,0.013122504,ENSG00000171222.11,20,35953617,35959472,protein_coding
2866,ENSG00000171223.6,JUNB,174.0757799,-1.136399834,0.375968618,-3.022592258,0.002506197,0.017704968,ENSG00000171223.6,19,12791486,12793315,protein_coding
2867,ENSG00000171298.13,GAA,984.0260021,0.727834924,0.204418947,3.560506183,0.000370141,0.003830059,ENSG00000171298.13,17,80101533,80119881,protein_coding
2868,ENSG00000171311.13,EXOSC1,245.0012232,-0.624774316,0.183748133,-3.400166888,0.000673447,0.006191388,ENSG00000171311.13,10,97435909,97446017,protein_coding
2869,ENSG00000171368.12,TPPP,71.63775713,1.537285911,0.383037428,4.013409127,5.98e-05,0.000864784,ENSG00000171368.12,5,659862,693352,protein_coding
2870,ENSG00000171428.15,NAT1,399.7633484,-0.875464448,0.158931699,-5.508431936,3.62e-08,1.67e-06,ENSG00000171428.15,8,18170477,18223689,protein_coding
2871,ENSG00000171466.10,ZNF562,128.368676,0.56692545,0.147753307,3.836972998,0.00012456,0.001572369,ENSG00000171466.10,19,9641807,9675100,protein_coding
2872,ENSG00000171495.17,MROH2B,20.10793892,-3.817947496,0.872845228,-4.374140311,1.22e-05,0.000232816,ENSG00000171495.17,5,40998017,41071342,protein_coding
2873,ENSG00000171530.15,TBCA,1603.162595,-0.541249522,0.186852569,-2.896666211,0.003771508,0.02458688,ENSG00000171530.15,5,77691166,77868780,protein_coding
2874,ENSG00000171552.14,BCL2L1,666.8963164,0.994184978,0.2211148,4.496238956,6.92e-06,0.000144435,ENSG00000171552.14,20,31664452,31723989,protein_coding
2875,ENSG00000171608.17,PIK3CD,162.8481857,-0.708326006,0.206627614,-3.428031676,0.000607975,0.005712321,ENSG00000171608.17,1,9629889,9729114,protein_coding
2876,ENSG00000171621.14,SPSB1,172.0548125,1.52067789,0.440648032,3.451003478,0.000558506,0.005332919,ENSG00000171621.14,1,9292894,9369532,protein_coding
2877,ENSG00000171703.17,TCEA2,581.1644981,0.730023391,0.262386333,2.782246253,0.005398406,0.032601252,ENSG00000171703.17,20,64049836,64072347,protein_coding
2878,ENSG00000171722.13,SPATA46,3.866972151,2.39837376,0.860324567,2.787754589,0.005307473,0.032190348,ENSG00000171722.13,1,162373203,162376854,protein_coding
2879,ENSG00000171724.3,VAT1L,27.44843764,-1.091950033,0.247414217,-4.413449014,1.02e-05,0.000199797,ENSG00000171724.3,16,77788564,77980107,protein_coding
2880,ENSG00000171735.19,CAMTA1,504.1132681,-0.844849386,0.196766126,-4.293672909,1.76e-05,0.000315596,ENSG00000171735.19,1,6785454,7769706,protein_coding
2881,ENSG00000171790.16,SLFNL1,27.84820728,1.215010727,0.354568426,3.42673131,0.000610893,0.00573352,ENSG00000171790.16,1,41015589,41023237,protein_coding
2882,ENSG00000171792.11,RHNO1,78.84226969,-0.549641803,0.179246016,-3.066410159,0.002166459,0.01576157,ENSG00000171792.11,12,2876258,2889524,protein_coding
2883,ENSG00000171793.17,CTPS1,1517.723329,0.519616686,0.17987629,2.888744741,0.003867829,0.025020636,ENSG00000171793.17,1,40979300,41012565,protein_coding
2884,ENSG00000171806.12,METTL18,93.23087958,-0.598497125,0.179726431,-3.33004512,0.000868319,0.007595274,ENSG00000171806.12,1,169792529,169794963,protein_coding
2885,ENSG00000171813.14,PWWP2B,44.8675516,1.667798264,0.437553445,3.811644689,0.000138045,0.001708809,ENSG00000171813.14,10,132397168,132417859,protein_coding
2886,ENSG00000171823.7,FBXL14,55.43956398,0.874877018,0.264536877,3.307202493,0.000942327,0.008120011,ENSG00000171823.7,12,1565993,1594581,protein_coding
2887,ENSG00000171824.14,EXOSC10,400.0840379,0.622761802,0.168251603,3.701372176,0.000214437,0.002443054,ENSG00000171824.14,1,11066618,11099869,protein_coding
2888,ENSG00000171858.18,RPS21,2343.332677,-1.161290662,0.218705465,-5.309838331,1.1e-07,4.35e-06,ENSG00000171858.18,20,62387103,62388520,protein_coding
2889,ENSG00000171863.15,RPS7,8679.025202,-1.120506474,0.139162178,-8.051803241,8.16e-16,3.87e-13,ENSG00000171863.15,2,3575260,3580920,protein_coding
2890,ENSG00000171903.17,CYP4F11,1658.836387,0.72885216,0.189576662,3.844630203,0.000120734,0.001534576,ENSG00000171903.17,19,15912367,15934867,protein_coding
2891,ENSG00000171943.12,SRGAP2C,99.12282195,-0.823906304,0.292309399,-2.818610377,0.004823202,0.029756547,ENSG00000171943.12,1,121184811,121392874,protein_coding
2892,ENSG00000172037.14,LAMB2,1607.140658,1.658305041,0.158063438,10.49138914,9.460000000000001e-26,5.46e-22,ENSG00000172037.14,3,49121114,49133118,protein_coding
2893,ENSG00000172046.20,USP19,567.7326254,0.771916838,0.10850736,7.113958343,1.13e-12,2.12e-10,ENSG00000172046.20,3,49108046,49120938,protein_coding
2894,ENSG00000172053.18,QARS,1630.494711,0.365011306,0.133127529,2.741816867,0.00611004,0.035879902,ENSG00000172053.18,3,49095932,49105130,protein_coding
2895,ENSG00000172081.14,MOB3A,129.7299278,0.638969106,0.168262626,3.797451179,0.000146192,0.001785393,ENSG00000172081.14,19,2071036,2096673,protein_coding
2896,ENSG00000172086.9,KRCC1,612.7794051,-0.556222402,0.140505353,-3.958727486,7.54e-05,0.001039516,ENSG00000172086.9,2,88027205,88064252,protein_coding
2897,ENSG00000172164.15,SNTB1,2682.1638,-0.650456032,0.17196203,-3.782556141,0.000155226,0.001881131,ENSG00000172164.15,8,120535745,120813273,protein_coding
2898,ENSG00000172167.8,MTBP,170.4581253,0.897799572,0.300108914,2.99157916,0.002775386,0.019218436,ENSG00000172167.8,8,120445400,120542133,protein_coding
2899,ENSG00000172216.6,CEBPB,1153.053904,-1.557329419,0.27182894,-5.729078799,1.01e-08,5.64e-07,ENSG00000172216.6,20,50190830,50192668,protein_coding
2900,ENSG00000172243.18,CLEC7A,83.59282714,-0.817075164,0.287444996,-2.842544397,0.0044755,0.028071599,ENSG00000172243.18,12,10116777,10130258,protein_coding
2901,ENSG00000172269.20,DPAGT1,441.9594443,0.543796025,0.133360273,4.077646305,4.55e-05,0.000693892,ENSG00000172269.20,11,119096025,119108331,protein_coding
2902,ENSG00000172270.22,BSG,1034.666069,0.919481913,0.186841203,4.921194555,8.6e-07,2.52e-05,ENSG00000172270.22,19,571277,583494,protein_coding
2903,ENSG00000172301.11,COPRS,670.105322,-0.796445341,0.245613871,-3.24267248,0.001184142,0.009760353,ENSG00000172301.11,17,31851871,31859291,protein_coding
2904,ENSG00000172339.10,ALG14,284.8098426,-0.540162734,0.153586792,-3.516986896,0.000436475,0.004376509,ENSG00000172339.10,1,94974405,95072951,protein_coding
