,gene_id,colors,gene_name,gene_type,receptor
5503,ENSG00000163875,grey,MEAF6,gene with protein product,
5504,ENSG00000109171,brown,SLAIN2,gene with protein product,
5505,ENSG00000115649,grey,CNPPD1,gene with protein product,
5506,ENSG00000174485,grey,DENND4A,gene with protein product,
5507,ENSG00000160445,pink,ZER1,gene with protein product,
5508,ENSG00000066294,magenta,CD84,gene with protein product,
5509,ENSG00000182149,grey,IST1,gene with protein product,
5510,ENSG00000287242,black,,,
5511,ENSG00000159166,grey,LAD1,gene with protein product,
5512,ENSG00000196878,grey60,LAMB3,gene with protein product,
5513,ENSG00000204344,turquoise,STK19,gene with protein product,
5514,ENSG00000059122,turquoise,FLYWCH1,gene with protein product,
5515,ENSG00000197530,turquoise,MIB2,gene with protein product,
5516,ENSG00000100196,grey,KDELR3,gene with protein product,KDEL endoplasmic reticulum protein retention receptors
5517,ENSG00000132792,grey,CTNNBL1,gene with protein product,
5518,ENSG00000015676,pink,NUDCD3,gene with protein product,
5519,ENSG00000095906,tan,NUBP2,gene with protein product,
5520,ENSG00000111245,darkgrey,MYL2,gene with protein product,
5521,ENSG00000124596,grey,OARD1,gene with protein product,
5522,ENSG00000145022,grey,TCTA,gene with protein product,
5523,ENSG00000283321,black,,,
5524,ENSG00000148400,pink,NOTCH1,gene with protein product,Notch receptors
5525,ENSG00000170632,blue,ARMC10,gene with protein product,
5526,ENSG00000148634,grey,HERC4,gene with protein product,
5527,ENSG00000288000,turquoise,,,
5528,ENSG00000274425,grey,,,
5529,ENSG00000136560,blue,TANK,gene with protein product,
5530,ENSG00000139651,grey,ZNF740,gene with protein product,
5531,ENSG00000171621,grey,SPSB1,gene with protein product,SplA/ryanodine receptor domain and SOCS box containing family
5532,ENSG00000137824,grey,RMDN3,gene with protein product,
5533,ENSG00000269713,grey,NBPF9,gene with protein product,
5534,ENSG00000175203,grey,DCTN2,gene with protein product,
5535,ENSG00000100142,yellow,POLR2F,gene with protein product,
5536,ENSG00000146007,grey,ZMAT2,gene with protein product,
5537,ENSG00000164576,grey,SAP30L,gene with protein product,
5538,ENSG00000143537,grey,ADAM15,gene with protein product,
5539,ENSG00000163032,grey,VSNL1,gene with protein product,
5540,ENSG00000286112,turquoise,,,
5541,ENSG00000138303,grey,ASCC1,gene with protein product,
5542,ENSG00000102572,red,STK24,gene with protein product,
5543,ENSG00000167740,grey,CYB5D2,gene with protein product,Membrane associated progesterone receptor family
5544,ENSG00000129514,grey,FOXA1,gene with protein product,
5545,ENSG00000118873,brown,RAB3GAP2,gene with protein product,
5546,ENSG00000102172,green,SMS,gene with protein product,
5547,ENSG00000187608,grey,ISG15,gene with protein product,
5548,ENSG00000076662,grey,ICAM3,gene with protein product,
5549,ENSG00000133983,yellow,COX16,gene with protein product,
5550,ENSG00000104343,blue,UBE2W,gene with protein product,
5551,ENSG00000135916,grey,ITM2C,gene with protein product,
5552,ENSG00000177853,salmon,ZNF518A,gene with protein product,
5553,ENSG00000134905,turquoise,CARS2,gene with protein product,
5554,ENSG00000273142,turquoise,LINC02604,"RNA, long non-coding",
5555,ENSG00000143222,yellow,UFC1,gene with protein product,
5556,ENSG00000197563,brown,PIGN,gene with protein product,
5557,ENSG00000174840,brown,PDE12,gene with protein product,
5558,ENSG00000100028,grey,SNRPD3,gene with protein product,
5559,ENSG00000151287,green,TEX30,gene with protein product,
5560,ENSG00000135272,blue,MDFIC,gene with protein product,
5561,ENSG00000189334,grey,S100A14,gene with protein product,
5562,ENSG00000010278,grey,CD9,gene with protein product,
5563,ENSG00000164081,grey,TEX264,gene with protein product,
5564,ENSG00000235501,grey,CNN3-DT,"RNA, long non-coding",
5565,ENSG00000262160,red,,,
5566,ENSG00000153707,grey,PTPRD,gene with protein product,
5567,ENSG00000086102,grey,NFX1,gene with protein product,
5568,ENSG00000173406,grey,DAB1,gene with protein product,
5569,ENSG00000122873,grey,CISD1,gene with protein product,
5570,ENSG00000145632,grey,PLK2,gene with protein product,
5571,ENSG00000273489,green,,,
5572,ENSG00000204574,grey,ABCF1,gene with protein product,
5573,ENSG00000101181,turquoise,MTG2,gene with protein product,
5574,ENSG00000136848,pink,DAB2IP,gene with protein product,
5575,ENSG00000157168,grey,NRG1,gene with protein product,
5576,ENSG00000168092,blue,PAFAH1B2,gene with protein product,
5577,ENSG00000158863,turquoise,FHIP2B,gene with protein product,
5578,ENSG00000213523,red,SRA1,gene with protein product,
5579,ENSG00000075975,red,MKRN2,gene with protein product,
5580,ENSG00000050165,grey,DKK3,gene with protein product,
5581,ENSG00000080345,blue,RIF1,gene with protein product,
5582,ENSG00000075399,turquoise,VPS9D1,gene with protein product,
5583,ENSG00000130717,grey,UCK1,gene with protein product,
5584,ENSG00000130731,purple,METTL26,gene with protein product,
5585,ENSG00000132694,pink,ARHGEF11,gene with protein product,
5586,ENSG00000151502,grey,VPS26B,gene with protein product,
5587,ENSG00000139697,black,SBNO1,gene with protein product,
5588,ENSG00000107736,grey,CDH23,gene with protein product,
5589,ENSG00000101152,lightcyan,DNAJC5,gene with protein product,
5590,ENSG00000136717,tan,BIN1,gene with protein product,
5591,ENSG00000136754,blue,ABI1,gene with protein product,
5592,ENSG00000180488,brown,MIGA1,gene with protein product,
5593,ENSG00000105063,greenyellow,PPP6R1,gene with protein product,
5594,ENSG00000188313,grey,PLSCR1,gene with protein product,
5595,ENSG00000077458,grey,FAM76B,gene with protein product,
5596,ENSG00000084676,black,NCOA1,gene with protein product,
5597,ENSG00000163359,grey,COL6A3,gene with protein product,
5598,ENSG00000141424,brown,SLC39A6,gene with protein product,
5599,ENSG00000111790,blue,FGFR1OP2,gene with protein product,
5600,ENSG00000145868,grey,FBXO38,gene with protein product,
5601,ENSG00000177459,grey,ERICH5,gene with protein product,
5602,ENSG00000081791,grey,DELE1,gene with protein product,
5603,ENSG00000137492,blue,THAP12,gene with protein product,
5604,ENSG00000139687,brown,RB1,gene with protein product,
5605,ENSG00000066322,grey,ELOVL1,gene with protein product,
5606,ENSG00000131797,turquoise,CLUHP3,pseudogene,
5607,ENSG00000184203,blue,PPP1R2,gene with protein product,
5608,ENSG00000119285,black,HEATR1,gene with protein product,
5609,ENSG00000107099,grey,DOCK8,gene with protein product,
5610,ENSG00000136770,grey,DNAJC1,gene with protein product,
5611,ENSG00000180767,turquoise,CHST13,gene with protein product,
5612,ENSG00000129493,brown,HEATR5A,gene with protein product,
5613,ENSG00000148356,turquoise,LRSAM1,gene with protein product,
5614,ENSG00000224470,black,ATXN1L,gene with protein product,
5615,ENSG00000074319,grey,TSG101,gene with protein product,
5616,ENSG00000180921,turquoise,FAM83H,gene with protein product,
5617,ENSG00000284368,grey,MIR5047,"RNA, micro",
5618,ENSG00000133138,brown,TBC1D8B,gene with protein product,
5619,ENSG00000133740,green,E2F5,gene with protein product,
5620,ENSG00000165269,grey,AQP7,gene with protein product,
5621,ENSG00000128228,grey,SDF2L1,gene with protein product,
5622,ENSG00000111605,blue,CPSF6,gene with protein product,
5623,ENSG00000110931,grey,CAMKK2,gene with protein product,
5624,ENSG00000151292,blue,CSNK1G3,gene with protein product,
5625,ENSG00000143119,magenta,CD53,gene with protein product,
5626,ENSG00000143374,grey,TARS2,gene with protein product,
5627,ENSG00000171206,grey,TRIM8,gene with protein product,
5628,ENSG00000154263,grey,ABCA10,gene with protein product,
5629,ENSG00000121022,green,COPS5,gene with protein product,
5630,ENSG00000066084,grey,DIP2B,gene with protein product,
5631,ENSG00000255182,pink,,,
5632,ENSG00000260850,grey60,,,
5633,ENSG00000286856,grey,,,
5634,ENSG00000118518,salmon,RNF146,gene with protein product,
5635,ENSG00000069998,grey,HDHD5,gene with protein product,
5636,ENSG00000100023,pink,PPIL2,gene with protein product,
5637,ENSG00000162522,grey,NHSL3,gene with protein product,
5638,ENSG00000197562,turquoise,RAB40C,gene with protein product,
5639,ENSG00000144791,grey,LIMD1,gene with protein product,
5640,ENSG00000173786,grey,CNP,gene with protein product,
5641,ENSG00000140157,brown,NIPA2,gene with protein product,
5642,ENSG00000180182,brown,MED14,gene with protein product,
5643,ENSG00000136718,grey,IMP4,gene with protein product,
5644,ENSG00000228300,tan,FAM174C,gene with protein product,
5645,ENSG00000163125,black,RPRD2,gene with protein product,
5646,ENSG00000163191,grey,S100A11,gene with protein product,
5647,ENSG00000083799,grey,CYLD,gene with protein product,
5648,ENSG00000186866,turquoise,POFUT2,gene with protein product,
5649,ENSG00000142669,grey,SH3BGRL3,gene with protein product,
5650,ENSG00000173273,grey,TNKS,gene with protein product,
5651,ENSG00000000419,grey,DPM1,gene with protein product,
5652,ENSG00000079313,turquoise,REXO1,gene with protein product,
5653,ENSG00000181744,green,DIPK2A,gene with protein product,
5654,ENSG00000175221,pink,MED16,gene with protein product,
5655,ENSG00000169756,blue,LIMS1,gene with protein product,
5656,ENSG00000260549,grey,MT1L,pseudogene,
5657,ENSG00000134864,yellow,GGACT,gene with protein product,
5658,ENSG00000160194,yellow,NDUFV3,gene with protein product,
5659,ENSG00000076248,grey,UNG,gene with protein product,
5660,ENSG00000237188,grey,,,
5661,ENSG00000057019,blue,DCBLD2,gene with protein product,
5662,ENSG00000267740,darkgreen,,,
5663,ENSG00000076053,blue,RBM7,gene with protein product,
5664,ENSG00000263956,red,NBPF11,gene with protein product,
5665,ENSG00000285338,black,,,
5666,ENSG00000104613,grey,INTS10,gene with protein product,
5667,ENSG00000280571,grey,,,
5668,ENSG00000139613,pink,SMARCC2,gene with protein product,
5669,ENSG00000105974,grey,CAV1,gene with protein product,
5670,ENSG00000131778,grey,CHD1L,gene with protein product,
5671,ENSG00000163412,blue,EIF4E3,gene with protein product,
5672,ENSG00000178691,blue,SUZ12,gene with protein product,
5673,ENSG00000135525,blue,MAP7,gene with protein product,
5674,ENSG00000279364,green,,,
5675,ENSG00000172534,pink,HCFC1,gene with protein product,
5676,ENSG00000267680,red,ZNF224,gene with protein product,
5677,ENSG00000150687,grey,PRSS23,gene with protein product,
5678,ENSG00000156735,blue,BAG4,gene with protein product,
5679,ENSG00000198355,grey,PIM3,gene with protein product,
5680,ENSG00000167700,tan,MFSD3,gene with protein product,
5681,ENSG00000113194,black,FAF2,gene with protein product,
5682,ENSG00000169856,grey,ONECUT1,gene with protein product,
5683,ENSG00000111596,blue,CNOT2,gene with protein product,
5684,ENSG00000188070,red,ZFTA,gene with protein product,
5685,ENSG00000063587,grey,ZNF275,gene with protein product,
5686,ENSG00000179912,grey,R3HDM2,gene with protein product,
5687,ENSG00000141503,pink,MINK1,gene with protein product,
5688,ENSG00000157227,grey,MMP14,gene with protein product,
5689,ENSG00000107651,brown,SEC23IP,gene with protein product,
5690,ENSG00000215845,yellow,TSTD1,gene with protein product,
5691,ENSG00000198839,blue,ZNF277,gene with protein product,
5692,ENSG00000066044,grey,ELAVL1,gene with protein product,
5693,ENSG00000121851,yellow,POLR3GL,gene with protein product,
5694,ENSG00000184897,turquoise,H1-10,gene with protein product,
5695,ENSG00000099949,turquoise,LZTR1,gene with protein product,
5696,ENSG00000239672,yellow,NME1,gene with protein product,
5697,ENSG00000163463,yellow,KRTCAP2,gene with protein product,
5698,ENSG00000164023,brown,SGMS2,gene with protein product,
5699,ENSG00000073969,black,NSF,gene with protein product,
5700,ENSG00000079689,grey60,SCGN,gene with protein product,
5701,ENSG00000116698,lightgreen,SMG7,gene with protein product,
5702,ENSG00000283761,brown,,,
5703,ENSG00000187555,grey,USP7,gene with protein product,
5704,ENSG00000139351,green,SYCP3,gene with protein product,
5705,ENSG00000217128,brown,FNIP1,gene with protein product,
5706,ENSG00000127947,grey,PTPN12,gene with protein product,Protein tyrosine phosphatases non-receptor type
5707,ENSG00000115275,grey,MOGS,gene with protein product,
5708,ENSG00000156858,turquoise,PRR14,gene with protein product,
5709,ENSG00000162836,red,ACP6,gene with protein product,
5710,ENSG00000080031,grey,PTPRH,gene with protein product,
5711,ENSG00000229391,grey,HLA-DRB6,pseudogene,
5712,ENSG00000165282,black,PIGO,gene with protein product,
5713,ENSG00000151498,grey,ACAD8,gene with protein product,
5714,ENSG00000245750,grey,DRAIC,"RNA, long non-coding",
5715,ENSG00000214026,grey,MRPL23,gene with protein product,
5716,ENSG00000138385,blue,SSB,gene with protein product,
5717,ENSG00000133195,grey,SLC39A11,gene with protein product,
5718,ENSG00000220842,yellow,RPL21P16,pseudogene,
5719,ENSG00000175567,magenta,UCP2,gene with protein product,
5720,ENSG00000157216,grey,SSBP3,gene with protein product,
5721,ENSG00000151229,blue,SLC2A13,gene with protein product,
5722,ENSG00000180901,grey,KCTD2,gene with protein product,
5723,ENSG00000096717,grey,SIRT1,gene with protein product,
5724,ENSG00000138660,green,AP1AR,gene with protein product,
5725,ENSG00000218739,green,CEBPZOS,gene with protein product,
5726,ENSG00000147996,grey,ZNG1E,gene with protein product,
5727,ENSG00000182093,blue,GET1,gene with protein product,
5728,ENSG00000102103,purple,PQBP1,gene with protein product,
5729,ENSG00000129933,turquoise,MAU2,gene with protein product,
5730,ENSG00000163738,grey,MTHFD2L,gene with protein product,
5731,ENSG00000164070,grey,HSPA4L,gene with protein product,
5732,ENSG00000223501,grey,VPS52,gene with protein product,
5733,ENSG00000172795,blue,DCP2,gene with protein product,
5734,ENSG00000169288,green,MRPL1,gene with protein product,
5735,ENSG00000181404,turquoise,WASHC1,gene with protein product,
5736,ENSG00000137040,blue,RANBP6,gene with protein product,
5737,ENSG00000198740,grey,ZNF652,gene with protein product,
5738,ENSG00000137288,yellow,UQCC2,gene with protein product,
5739,ENSG00000090316,turquoise,MAEA,gene with protein product,
5740,ENSG00000161048,grey,NAPEPLD,gene with protein product,
5741,ENSG00000164219,blue,PGGT1B,gene with protein product,
5742,ENSG00000242028,yellow,HYPK,gene with protein product,
5743,ENSG00000125347,grey,IRF1,gene with protein product,
5744,ENSG00000132846,grey,ZBED3,gene with protein product,
5745,ENSG00000213928,grey,IRF9,gene with protein product,
5746,ENSG00000147654,green,EBAG9,gene with protein product,
5747,ENSG00000063244,pink,U2AF2,gene with protein product,
5748,ENSG00000114812,grey,VIPR1,gene with protein product,Vasoactive intestinal peptide family receptors 
5749,ENSG00000132254,red,ARFIP2,gene with protein product,
5750,ENSG00000131475,grey,VPS25,gene with protein product,
5751,ENSG00000124733,yellow,MEA1,gene with protein product,
5752,ENSG00000112511,red,PHF1,gene with protein product,
5753,ENSG00000160124,red,MIX23,gene with protein product,
5754,ENSG00000088833,grey,NSFL1C,gene with protein product,
5755,ENSG00000114861,green,FOXP1,gene with protein product,
5756,ENSG00000147535,grey,PLPP5,gene with protein product,
5757,ENSG00000151240,grey,DIP2C,gene with protein product,
5758,ENSG00000101413,grey,RPRD1B,gene with protein product,
5759,ENSG00000155876,grey,RRAGA,gene with protein product,
5760,ENSG00000178996,blue,SNX18,gene with protein product,
5761,ENSG00000134318,brown,ROCK2,gene with protein product,
5762,ENSG00000241553,purple,ARPC4,gene with protein product,
5763,ENSG00000116918,blue,TSNAX,gene with protein product,
5764,ENSG00000160801,turquoise,PTH1R,gene with protein product,Parathyroid hormone receptors
5765,ENSG00000126581,grey,BECN1,gene with protein product,
5766,ENSG00000153162,yellow,BMP6,gene with protein product,
5767,ENSG00000177646,grey,ACAD9,gene with protein product,
5768,ENSG00000106244,purple,PDAP1,gene with protein product,
5769,ENSG00000214160,grey,ALG3,gene with protein product,
5770,ENSG00000159899,grey,NPR2,gene with protein product,
5771,ENSG00000176393,grey,RNPEP,gene with protein product,
5772,ENSG00000137880,darkgreen,GCHFR,gene with protein product,
5773,ENSG00000172765,grey,TMCC1,gene with protein product,
5774,ENSG00000168140,tan,VASN,gene with protein product,
5775,ENSG00000114770,grey,ABCC5,gene with protein product,
5776,ENSG00000111731,blue,C2CD5,gene with protein product,
5777,ENSG00000103037,red,SETD6,gene with protein product,
5778,ENSG00000152939,grey,MARVELD2,gene with protein product,
5779,ENSG00000167258,black,CDK12,gene with protein product,
5780,ENSG00000133104,grey,SPART,gene with protein product,
5781,ENSG00000109956,grey,B3GAT1,gene with protein product,
5782,ENSG00000140941,grey,MAP1LC3B,gene with protein product,
5783,ENSG00000149527,grey,PLCH2,gene with protein product,
5784,ENSG00000164022,grey,AIMP1,gene with protein product,
5785,ENSG00000172046,pink,USP19,gene with protein product,
5786,ENSG00000198900,grey,TOP1,gene with protein product,
5787,ENSG00000144331,grey,ZNF385B,gene with protein product,
5788,ENSG00000101019,grey,UQCC1,gene with protein product,
5789,ENSG00000163812,grey,ZDHHC3,gene with protein product,
5790,ENSG00000184985,grey,SORCS2,gene with protein product,
5791,ENSG00000136807,turquoise,CDK9,gene with protein product,
5792,ENSG00000175591,grey60,P2RY2,gene with protein product,P2Y receptors
5793,ENSG00000036549,blue,ZZZ3,gene with protein product,
5794,ENSG00000262413,turquoise,,,
5795,ENSG00000289020,grey,,,
5796,ENSG00000130766,grey,SESN2,gene with protein product,
5797,ENSG00000251143,black,,,
5798,ENSG00000131408,lightcyan,NR1H2,gene with protein product,Nuclear receptor subfamily 1 group H
5799,ENSG00000184012,grey,TMPRSS2,gene with protein product,Scavenger receptor cysteine rich domain containing
5800,ENSG00000287952,yellow,,,
5801,ENSG00000105583,yellow,WDR83OS,gene with protein product,
5802,ENSG00000169180,grey,XPO6,gene with protein product,
5803,ENSG00000127663,grey,KDM4B,gene with protein product,
5804,ENSG00000133818,blue,RRAS2,gene with protein product,
5805,ENSG00000057757,yellow,PITHD1,gene with protein product,
5806,ENSG00000184428,turquoise,TOP1MT,gene with protein product,
5807,ENSG00000138698,grey,RAP1GDS1,gene with protein product,
5808,ENSG00000044459,grey,CNTLN,gene with protein product,
5809,ENSG00000006194,red,ZNF263,gene with protein product,
5810,ENSG00000155313,brown,USP25,gene with protein product,
5811,ENSG00000153029,black,MR1,gene with protein product,
5812,ENSG00000151611,brown,MMAA,gene with protein product,
5813,ENSG00000153147,brown,SMARCA5,gene with protein product,
5814,ENSG00000125445,grey,MRPS7,gene with protein product,
5815,ENSG00000144649,grey,GASK1A,gene with protein product,
5816,ENSG00000068400,turquoise,GRIPAP1,gene with protein product,
5817,ENSG00000166225,brown,FRS2,gene with protein product,
5818,ENSG00000116752,blue,BCAS2,gene with protein product,
5819,ENSG00000197321,grey,SVIL,gene with protein product,
5820,ENSG00000226291,turquoise,,,
5821,ENSG00000083168,black,KAT6A,gene with protein product,
5822,ENSG00000155508,blue,CNOT8,gene with protein product,
5823,ENSG00000166002,grey,SMCO4,gene with protein product,
5824,ENSG00000169490,green,TM2D2,gene with protein product,
5825,ENSG00000272333,turquoise,KMT2B,gene with protein product,
5826,ENSG00000053900,red,ANAPC4,gene with protein product,
5827,ENSG00000174233,pink,ADCY6,gene with protein product,
5828,ENSG00000101191,turquoise,DIDO1,gene with protein product,
5829,ENSG00000105726,pink,ATP13A1,gene with protein product,
5830,ENSG00000149792,grey,MRPL49,gene with protein product,
5831,ENSG00000204435,yellow,CSNK2B,gene with protein product,
5832,ENSG00000128708,brown,HAT1,gene with protein product,
5833,ENSG00000132256,grey,TRIM5,gene with protein product,
5834,ENSG00000090238,red,YPEL3,gene with protein product,
5835,ENSG00000093000,grey,NUP50,gene with protein product,
5836,ENSG00000088808,red,PPP1R13B,gene with protein product,
5837,ENSG00000177885,grey,GRB2,gene with protein product,
5838,ENSG00000273088,yellow,,,
5839,ENSG00000055211,blue,GINM1,gene with protein product,
5840,ENSG00000050393,yellow,MCUR1,gene with protein product,
5841,ENSG00000198794,grey,SCAMP5,gene with protein product,
5842,ENSG00000211450,purple,SELENOH,gene with protein product,
5843,ENSG00000143753,blue,DEGS1,gene with protein product,
5844,ENSG00000121680,tan,PEX16,gene with protein product,
5845,ENSG00000099899,turquoise,TRMT2A,gene with protein product,
5846,ENSG00000105618,turquoise,PRPF31,gene with protein product,
5847,ENSG00000060642,grey,PIGV,gene with protein product,
5848,ENSG00000102048,grey,ASB9,gene with protein product,
5849,ENSG00000172175,salmon,MALT1,gene with protein product,
5850,ENSG00000092201,black,SUPT16H,gene with protein product,
5851,ENSG00000197223,blue,C1D,gene with protein product,
5852,ENSG00000166206,grey,GABRB3,gene with protein product,Gamma-aminobutyric acid type A receptor subunits
5853,ENSG00000163659,brown,TIPARP,gene with protein product,
5854,ENSG00000179604,grey,CDC42EP4,gene with protein product,
5855,ENSG00000170113,grey60,NIPA1,gene with protein product,
5856,ENSG00000103549,greenyellow,RNF40,gene with protein product,
5857,ENSG00000119888,grey,EPCAM,gene with protein product,
5858,ENSG00000162236,grey,STX5,gene with protein product,
5859,ENSG00000122912,grey,SLC25A16,gene with protein product,
5860,ENSG00000054116,yellow,TRAPPC3,gene with protein product,
5861,ENSG00000147050,grey,KDM6A,gene with protein product,
5862,ENSG00000178057,yellow,NDUFAF3,gene with protein product,
5863,ENSG00000066248,grey,NGEF,gene with protein product,
5864,ENSG00000180964,green,TCEAL8,gene with protein product,
5865,ENSG00000154813,blue,DPH3,gene with protein product,
5866,ENSG00000035115,grey,SH3YL1,gene with protein product,
5867,ENSG00000092531,blue,SNAP23,gene with protein product,
5868,ENSG00000210156,lightyellow,MT-TK,"RNA, transfer",
5869,ENSG00000137337,turquoise,MDC1,gene with protein product,
5870,ENSG00000131732,salmon,ZCCHC9,gene with protein product,
5871,ENSG00000255114,grey,HYOU1-AS1,"RNA, long non-coding",
5872,ENSG00000003147,grey,ICA1,gene with protein product,
5873,ENSG00000175416,tan,CLTB,gene with protein product,
5874,ENSG00000204149,turquoise,AGAP6,gene with protein product,
5875,ENSG00000151893,blue,CACUL1,gene with protein product,
5876,ENSG00000058091,brown,CDK14,gene with protein product,
5877,ENSG00000108021,grey,TASOR2,gene with protein product,
5878,ENSG00000139180,grey,NDUFA9,gene with protein product,
5879,ENSG00000001561,brown,ENPP4,gene with protein product,
5880,ENSG00000184677,turquoise,ZBTB40,gene with protein product,
5881,ENSG00000101193,grey,GID8,gene with protein product,
5882,ENSG00000144785,yellow,,,
5883,ENSG00000179456,green,ZBTB18,gene with protein product,
5884,ENSG00000014919,blue,COX15,gene with protein product,
5885,ENSG00000083896,salmon,YTHDC1,gene with protein product,
5886,ENSG00000161217,grey,PCYT1A,gene with protein product,
5887,ENSG00000100994,grey,PYGB,gene with protein product,
5888,ENSG00000155970,green,MICU3,gene with protein product,
5889,ENSG00000185507,turquoise,IRF7,gene with protein product,
5890,ENSG00000288473,turquoise,,,
5891,ENSG00000259529,grey,,,
5892,ENSG00000132383,black,RPA1,gene with protein product,
5893,ENSG00000133706,grey,LARS1,gene with protein product,
5894,ENSG00000100364,grey,KIAA0930,gene with protein product,
5895,ENSG00000115762,magenta,PLEKHB2,gene with protein product,
5896,ENSG00000115073,grey,ACTR1B,gene with protein product,
5897,ENSG00000136935,turquoise,GOLGA1,gene with protein product,
5898,ENSG00000183765,grey,CHEK2,gene with protein product,
5899,ENSG00000110108,grey,TMEM109,gene with protein product,
5900,ENSG00000151348,black,EXT2,gene with protein product,
5901,ENSG00000134531,grey,EMP1,gene with protein product,
5902,ENSG00000059378,grey,PARP12,gene with protein product,
5903,ENSG00000133393,blue,CEP20,gene with protein product,
5904,ENSG00000090054,blue,SPTLC1,gene with protein product,
5905,ENSG00000198018,black,ENTPD7,gene with protein product,
5906,ENSG00000087299,grey,L2HGDH,gene with protein product,
5907,ENSG00000104886,tan,PLEKHJ1,gene with protein product,
5908,ENSG00000148444,yellow,COMMD3,gene with protein product,
5909,ENSG00000168899,grey,VAMP5,gene with protein product,
5910,ENSG00000186212,grey,SOWAHB,gene with protein product,
5911,ENSG00000151631,red,AKR1C6P,pseudogene,
5912,ENSG00000132153,pink,DHX30,gene with protein product,
5913,ENSG00000128654,yellow,MTX2,gene with protein product,
5914,ENSG00000219481,grey,NBPF1,gene with protein product,
5915,ENSG00000185127,brown,C6orf120,gene with protein product,
5916,ENSG00000167608,grey,TMC4,gene with protein product,
5917,ENSG00000158373,grey,H2BC5,gene with protein product,
5918,ENSG00000197555,lightgreen,SIPA1L1,gene with protein product,
5919,ENSG00000133131,grey,MORC4,gene with protein product,
5920,ENSG00000104043,black,ATP8B4,gene with protein product,
5921,ENSG00000176248,pink,ANAPC2,gene with protein product,
5922,ENSG00000135114,grey,OASL,gene with protein product,
5923,ENSG00000108469,turquoise,RECQL5,gene with protein product,
5924,ENSG00000223705,turquoise,NSUN5P1,pseudogene,
5925,ENSG00000127419,pink,TMEM175,gene with protein product,
5926,ENSG00000102466,grey,FGF14,gene with protein product,
5927,ENSG00000011258,blue,MBTD1,gene with protein product,
5928,ENSG00000162572,turquoise,SCNN1D,gene with protein product,
5929,ENSG00000197150,lightcyan,ABCB8,gene with protein product,
5930,ENSG00000161939,purple,RNASEK-C17orf49,readthrough,
5931,ENSG00000165819,turquoise,METTL3,gene with protein product,
5932,ENSG00000148481,green,MINDY3,gene with protein product,
5933,ENSG00000152760,grey,DYNLT5,gene with protein product,
5934,ENSG00000130812,grey,ANGPTL6,gene with protein product,
5935,ENSG00000165494,grey,PCF11,gene with protein product,
5936,ENSG00000182979,turquoise,MTA1,gene with protein product,
5937,ENSG00000140199,grey,SLC12A6,gene with protein product,
5938,ENSG00000049759,grey,NEDD4L,gene with protein product,
5939,ENSG00000149658,red,YTHDF1,gene with protein product,
5940,ENSG00000155959,blue,VBP1,gene with protein product,
5941,ENSG00000165379,midnightblue,LRFN5,gene with protein product,
5942,ENSG00000257524,grey,,,
5943,ENSG00000177628,black,GBA1,gene with protein product,
5944,ENSG00000135144,grey,DTX1,gene with protein product,
5945,ENSG00000230882,turquoise,,,
5946,ENSG00000106636,grey,YKT6,gene with protein product,
5947,ENSG00000106009,turquoise,BRAT1,gene with protein product,
5948,ENSG00000148572,grey,NRBF2,gene with protein product,
5949,ENSG00000180357,black,ZNF609,gene with protein product,
5950,ENSG00000066654,blue,THUMPD1,gene with protein product,
5951,ENSG00000107036,brown,RIC1,gene with protein product,
5952,ENSG00000138722,grey,MMRN1,gene with protein product,
5953,ENSG00000133243,pink,BTBD2,gene with protein product,
5954,ENSG00000158773,red,USF1,gene with protein product,
5955,ENSG00000082701,grey,GSK3B,gene with protein product,
5956,ENSG00000104611,grey,SH2D4A,gene with protein product,
5957,ENSG00000083097,grey,DOP1A,gene with protein product,
5958,ENSG00000152082,turquoise,MZT2B,gene with protein product,
5959,ENSG00000102898,yellow,NUTF2,gene with protein product,
5960,ENSG00000213614,grey,HEXA,gene with protein product,
5961,ENSG00000100347,grey,SAMM50,gene with protein product,
5962,ENSG00000131165,pink,CHMP1A,gene with protein product,
5963,ENSG00000160072,turquoise,ATAD3B,gene with protein product,
5964,ENSG00000119326,grey,CTNNAL1,gene with protein product,
5965,ENSG00000286398,grey,,,
5966,ENSG00000133315,turquoise,MACROD1,gene with protein product,
5967,ENSG00000138381,grey,ASNSD1,gene with protein product,
5968,ENSG00000149418,grey,ST14,gene with protein product,
5969,ENSG00000130227,black,XPO7,gene with protein product,
5970,ENSG00000180425,green,C11orf71,gene with protein product,
5971,ENSG00000143842,turquoise,SOX13,gene with protein product,
5972,ENSG00000062582,yellow,MRPS24,gene with protein product,
5973,ENSG00000173889,blue,PHC3,gene with protein product,
5974,ENSG00000289316,grey,,,
5975,ENSG00000185414,blue,MRPL30,gene with protein product,
5976,ENSG00000112996,green,MRPS30,gene with protein product,
5977,ENSG00000134371,brown,CDC73,gene with protein product,
5978,ENSG00000134769,grey,DTNA,gene with protein product,
5979,ENSG00000101266,black,CSNK2A1,gene with protein product,
5980,ENSG00000253982,yellow,CLN8-AS1,"RNA, long non-coding",
5981,ENSG00000167799,grey,NUDT8,gene with protein product,
5982,ENSG00000135046,grey,ANXA1,gene with protein product,
5983,ENSG00000126883,pink,NUP214,gene with protein product,
5984,ENSG00000173530,grey,TNFRSF10D,gene with protein product,
5985,ENSG00000187720,grey,THSD4,gene with protein product,
